Temperature,Humidity,Rainfall_1h,Rainfall_3h,pH,Clay_Content,Sand_Content,Silt_Content,CEC,Crop
47.28,55.92,141.8,10.15,4.05,135.0,174.36,108.88,91.66,Rye
89.18,22.203,29.38,37.71,1.16,24.73,199.17,166.82,85.33,Cabbage
30.37,107.506,29.75,17.3,3.16,18.74,61.17,190.5,88.64,Onion
68.76,129.328,143.74,101.1,8.03,60.97,113.81,96.48,45.34,Ginger
44.33,40.775,175.93,94.44,7.4,110.22,147.62,166.07,70.33,Cotton
66.2,86.615,48.72,171.02,0.75,194.0,99.73,22.89,43.35,Barley
57.48,109.218,82.63,106.38,0.54,152.11,153.05,160.28,27.77,Pistachio
64.6,43.064,104.75,181.02,1.04,65.12,110.95,167.66,51.89,Pearl Millet
85.92,103.294,79.81,15.91,2.23,7.4,20.01,164.67,15.65,Rye
54.09,134.05,77.87,66.93,1.15,19.46,3.1,45.83,46.02,Barley
42.29,48.279,142.93,104.68,1.03,18.78,52.41,9.62,70.8,Ginger
78.26,2.185,77.35,42.97,0.7,5.59,177.57,90.24,74.9,Papaya
18.63,69.495,55.57,134.41,2.0,124.89,68.48,175.15,64.62,Pearl Millet
42.04,17.549,171.24,35.76,1.47,134.26,128.67,75.21,5.68,Ginger
84.33,99.269,17.94,174.77,8.02,44.53,107.69,156.48,14.39,Tomato
32.42,60.041,194.59,143.08,5.47,144.83,173.2,156.68,15.68,Bamboo
80.46,14.957,23.95,103.41,7.92,52.82,157.69,114.96,11.9,Sesame
87.06,144.668,77.81,56.74,6.51,119.77,103.64,164.03,1.77,Chickpea
26.38,43.47,39.63,107.43,0.47,19.04,133.95,105.72,54.67,Bamboo
89.7,62.895,127.26,184.3,7.71,12.7,33.52,63.88,90.11,Chickpea
28.4,129.029,98.91,106.68,4.38,146.27,187.46,150.75,37.96,Cotton
91.42,153.428,66.53,150.78,7.66,40.03,142.01,184.33,80.38,Pistachio
38.93,163.903,31.87,61.51,9.28,113.56,50.37,43.79,60.24,Ginger
16.31,194.45,35.2,21.2,0.34,163.13,111.35,92.6,28.35,Ginger
27.53,39.427,69.13,106.04,9.41,147.66,188.79,193.4,93.55,Cotton
91.21,182.43,175.33,112.46,7.69,166.29,123.83,136.57,38.6,Mango
88.36,104.645,119.99,32.49,0.72,93.78,159.19,137.95,11.11,Orange
15.05,139.029,118.27,189.14,5.34,67.78,112.17,176.79,27.92,Carrot
59.14,59.392,98.8,65.68,7.04,35.24,155.2,3.09,52.45,Cotton
52.66,109.182,47.78,21.82,4.05,64.74,107.47,14.74,84.54,Pistachio
52.31,49.985,30.3,117.28,7.2,157.59,65.89,115.43,69.34,Ginger
3.81,131.528,91.68,66.5,1.32,62.27,182.29,37.27,53.68,Ginger
91.78,31.83,114.0,139.78,6.27,121.85,23.65,75.26,94.46,Pistachio
53.34,90.261,185.04,130.95,3.12,99.7,57.29,100.2,31.68,Mango
26.77,39.843,81.01,1.55,3.4,174.05,54.0,139.87,85.65,Rye
12.55,76.038,124.4,31.42,7.44,164.41,125.64,141.55,61.48,Sesame
11.8,49.141,46.67,24.92,4.63,83.28,91.65,143.33,6.58,Barley
61.36,68.276,63.52,10.41,4.38,130.15,84.06,125.48,9.13,Cabbage
31.25,86.094,103.01,73.03,5.03,160.4,187.77,135.51,19.62,Tomato
65.65,64.554,65.07,171.85,9.52,115.08,193.83,185.27,89.27,Onion
89.56,139.872,109.98,42.27,1.49,67.84,13.75,57.06,59.04,Ginger
33.59,56.424,65.12,172.27,4.09,107.36,179.1,162.03,21.99,Onion
79.8,32.578,111.8,23.05,4.96,42.08,125.5,171.78,50.27,Tomato
96.23,27.368,186.46,167.19,1.72,172.81,163.99,180.77,10.88,Rye
5.23,34.243,169.12,187.85,0.05,85.61,90.39,88.3,39.03,Sesame
77.36,129.368,111.82,84.69,0.28,79.77,103.16,189.66,29.65,Rye
25.11,24.998,84.02,100.59,2.96,87.54,154.28,58.07,74.25,Coconut
30.14,169.711,112.38,190.1,1.22,24.64,36.8,33.14,63.72,Papaya
68.71,6.889,70.58,188.01,4.17,197.31,98.16,159.74,50.56,Chickpea
10.34,81.203,78.87,157.83,1.21,199.46,69.41,99.61,38.42,Coconut
30.85,97.061,153.9,13.58,4.42,27.35,67.63,83.75,64.68,Carrot
56.58,165.25,23.22,173.08,7.09,15.94,89.32,6.22,16.7,Barley
37.05,92.761,12.18,9.21,5.87,59.5,171.35,56.36,72.76,Rye
7.57,40.729,35.88,21.17,3.28,19.68,166.8,62.73,85.6,Papaya
51.82,111.049,137.4,156.93,2.87,188.9,19.15,8.3,33.29,Sesame
51.62,172.241,158.47,165.9,8.03,16.21,167.3,48.33,86.97,Coconut
72.33,199.454,145.43,66.08,6.96,147.31,49.38,155.27,53.81,Carrot
58.61,191.874,55.97,52.41,7.55,126.62,160.32,60.72,35.38,Cabbage
60.51,181.722,63.63,54.61,3.22,174.69,0.14,128.73,45.05,Bamboo
75.38,151.057,108.41,85.42,3.57,47.61,135.23,151.2,88.1,Bamboo
71.89,135.483,126.54,141.4,2.61,118.15,162.55,169.47,85.26,Barley
69.13,70.009,70.7,41.71,2.67,40.54,158.29,99.27,15.67,Rye
82.03,77.976,46.58,2.86,8.27,101.27,66.61,193.01,46.56,Cotton
56.96,64.704,3.58,81.8,8.17,62.51,100.66,38.91,69.74,Sesame
24.55,185.288,146.64,93.5,3.66,21.77,151.39,99.39,39.54,Pearl Millet
60.51,10.439,116.79,148.39,5.1,36.94,63.07,101.01,5.2,Rye
43.28,21.498,128.09,176.08,3.22,106.47,132.11,94.16,78.38,Ginger
15.67,191.184,3.81,80.02,3.62,9.0,197.57,31.24,9.65,Rye
16.38,41.987,118.27,161.05,1.26,136.6,120.99,133.95,41.9,Chickpea
88.97,0.639,8.26,120.54,5.55,29.81,63.97,27.08,31.7,Rye
8.77,44.091,142.48,40.91,1.59,84.48,179.8,56.96,82.32,Tomato
32.59,80.498,63.01,175.52,1.18,71.31,197.89,81.88,93.82,Orange
11.24,107.856,34.94,116.09,9.22,20.53,43.6,46.67,99.74,Sesame
28.15,30.223,175.58,160.37,9.35,101.05,53.15,199.82,52.59,Bamboo
99.85,87.779,41.62,123.14,3.73,196.61,171.12,71.89,19.39,Cabbage
77.97,35.03,113.68,137.62,6.62,173.48,27.55,131.31,6.81,Tomato
97.96,197.991,127.46,76.33,0.09,74.34,29.89,128.69,46.77,Tomato
60.78,33.032,13.23,36.05,5.63,105.96,71.98,101.26,58.19,Pistachio
77.12,49.505,84.21,31.9,3.52,18.12,186.05,29.62,74.81,Sesame
59.52,80.047,108.01,77.06,1.04,85.92,141.48,109.02,65.79,Papaya
27.12,10.644,194.44,70.03,7.98,65.57,185.01,159.29,26.07,Coconut
68.25,2.001,187.27,36.17,7.95,120.0,89.22,83.61,37.77,Rye
19.45,49.711,143.82,169.39,5.28,110.09,94.87,52.67,59.86,Cotton
79.6,99.579,79.62,111.37,9.36,120.22,58.23,43.55,81.45,Rye
57.06,115.598,98.73,175.89,0.62,175.06,103.35,189.89,81.54,Coconut
34.19,105.81,40.5,4.94,3.5,102.38,190.85,63.78,49.14,Ginger
38.15,3.921,134.24,123.5,4.37,152.57,130.03,167.06,20.8,Barley
34.7,105.246,146.43,179.42,9.03,94.2,91.11,35.15,41.24,Onion
72.88,70.579,198.5,139.54,0.84,140.26,168.68,146.11,17.14,Cabbage
61.16,95.496,178.86,18.97,7.92,150.44,101.33,153.36,60.96,Pistachio
17.08,164.016,184.87,127.65,3.3,90.23,45.24,45.26,76.6,Papaya
31.71,84.411,137.42,112.19,1.76,175.35,115.49,3.95,50.25,Tomato
34.33,65.579,104.63,133.59,5.88,73.24,28.6,90.49,86.17,Pistachio
57.21,1.973,162.47,186.19,5.41,191.36,172.73,112.43,36.24,Pistachio
75.07,108.135,97.79,114.28,0.54,116.65,180.46,64.97,71.34,Pearl Millet
49.77,97.674,113.11,36.17,0.36,87.87,31.44,143.01,73.42,Cabbage
35.36,50.71,142.48,169.64,0.33,46.6,71.54,64.86,60.21,Orange
62.21,138.809,189.45,177.06,5.15,47.18,181.7,175.13,7.52,Rye
38.87,132.718,155.37,173.47,9.62,125.31,134.07,179.22,24.92,Bamboo
91.22,115.744,83.94,159.7,4.25,66.96,14.07,43.53,57.86,Mango
80.79,88.016,21.54,45.2,3.57,110.02,186.21,28.33,94.3,Chickpea
89.35,164.466,28.93,71.38,7.15,175.25,35.97,108.27,69.02,Coconut
40.98,56.36,22.0,138.99,5.3,46.87,16.49,37.13,37.39,Mango
33.52,77.455,44.03,148.73,4.72,98.14,197.35,105.54,89.27,Chickpea
32.14,5.021,12.89,170.06,1.98,116.0,86.0,49.21,59.21,Orange
51.83,106.042,7.93,131.24,6.28,127.15,37.18,164.28,49.57,Onion
68.81,83.417,100.51,107.45,4.88,23.87,14.38,84.11,33.12,Bamboo
39.17,66.981,3.95,100.42,2.39,141.66,67.78,87.67,60.04,Onion
45.42,116.495,68.82,149.87,7.89,42.37,199.05,198.05,90.93,Ginger
49.95,158.683,118.63,47.36,9.53,115.67,45.65,157.8,47.33,Pistachio
18.49,192.913,16.21,137.15,3.67,32.05,159.54,16.68,29.45,Sesame
15.27,182.479,4.08,77.18,8.83,42.73,153.61,191.74,70.6,Barley
67.38,169.452,155.92,6.78,7.45,156.31,164.08,61.07,3.28,Pearl Millet
12.76,80.002,57.83,55.95,6.98,132.96,48.78,44.31,94.57,Cotton
29.05,47.566,91.33,41.42,4.4,165.07,46.66,68.82,1.0,Chickpea
57.23,11.184,170.63,184.76,1.66,118.41,146.07,18.83,71.37,Ginger
28.26,134.068,131.96,185.9,8.18,153.38,49.59,66.25,7.56,Pearl Millet
93.21,178.855,176.05,38.54,2.59,121.47,182.44,0.46,55.41,Rye
44.1,21.601,32.62,17.56,4.15,154.89,197.11,15.01,14.07,Carrot
94.64,165.337,116.02,52.52,7.26,32.79,68.67,135.99,41.51,Bamboo
21.26,90.783,107.42,57.65,6.46,167.29,93.63,93.84,14.3,Barley
30.43,126.917,6.05,30.7,5.6,90.94,103.48,121.78,38.15,Pearl Millet
68.89,128.555,141.52,75.26,8.17,67.55,164.38,46.07,27.4,Bamboo
69.78,8.123,160.17,126.61,4.53,13.25,63.76,144.17,77.17,Onion
57.03,150.423,105.31,190.86,8.06,163.17,168.2,7.09,59.8,Mango
77.22,121.314,139.78,188.35,9.23,64.4,148.95,8.53,46.03,Chickpea
93.09,92.674,155.42,31.43,4.93,106.5,79.6,61.36,92.23,Pearl Millet
4.55,148.73,178.82,82.52,7.54,77.16,95.91,166.8,20.39,Rye
83.29,108.249,196.74,81.96,2.0,103.07,123.79,96.08,51.94,Mango
58.76,65.689,198.31,74.38,9.15,7.0,41.96,130.52,86.37,Rye
37.78,19.646,165.25,153.36,0.71,186.68,89.03,69.82,13.84,Ginger
51.08,22.575,145.37,157.86,6.79,107.5,131.05,157.44,50.35,Tomato
18.1,133.419,89.23,127.42,8.03,72.62,112.07,164.41,45.36,Tomato
28.85,175.966,155.51,40.49,6.01,134.34,141.13,10.94,59.71,Ginger
64.13,175.716,72.47,55.8,2.92,159.89,92.32,83.88,12.75,Chickpea
13.1,115.371,120.69,159.64,9.05,44.69,84.53,156.89,26.4,Rye
0.13,64.05,62.81,34.16,9.42,69.39,191.03,97.59,4.46,Pearl Millet
25.47,82.051,160.13,59.51,1.56,17.98,91.49,114.97,52.08,Rye
37.3,15.096,69.57,34.33,2.2,145.08,39.96,56.11,79.32,Sesame
63.8,1.78,77.27,8.6,0.57,110.12,71.83,127.24,11.61,Onion
35.91,186.239,104.11,146.49,3.85,195.11,82.61,125.21,55.15,Pearl Millet
21.71,134.933,28.17,104.84,3.77,46.84,124.4,120.77,92.89,Rye
85.51,188.411,124.76,44.39,8.06,146.68,152.34,155.58,23.99,Tomato
36.77,44.465,164.33,26.09,6.42,24.86,74.41,35.83,49.99,Papaya
32.7,97.785,108.58,10.4,2.28,99.69,148.59,50.24,33.99,Coconut
33.57,85.768,156.52,42.38,7.2,197.94,32.54,62.19,41.23,Carrot
19.3,125.627,140.5,25.44,5.91,2.75,144.38,162.74,52.49,Carrot
75.09,125.895,122.95,121.45,7.14,42.45,92.62,27.52,26.67,Cotton
94.1,52.78,99.91,146.1,7.38,155.72,96.72,94.09,4.03,Pearl Millet
21.23,67.708,182.09,130.59,2.39,117.54,150.98,60.25,74.67,Orange
38.83,142.409,151.06,164.97,7.24,197.7,126.43,171.65,90.96,Cabbage
16.58,166.86,26.51,22.96,7.23,114.92,84.76,193.84,57.05,Rye
19.78,104.98,149.69,87.69,0.53,11.94,2.83,134.71,89.75,Rye
76.5,103.07,24.82,101.23,4.76,91.37,75.26,171.38,66.29,Pistachio
88.94,65.747,61.37,23.96,4.62,75.67,72.59,44.37,42.01,Cotton
52.75,159.769,117.81,84.18,3.51,142.26,169.65,125.09,24.06,Onion
60.1,144.812,185.23,129.42,8.36,15.42,3.63,2.19,35.71,Barley
56.68,162.951,74.77,171.56,9.84,190.04,62.12,179.13,62.08,Mango
68.49,60.575,92.51,96.89,2.13,26.41,92.33,189.99,24.87,Orange
76.37,96.907,60.58,16.46,8.51,68.56,109.85,188.37,43.54,Barley
47.95,100.585,75.05,199.63,2.37,38.59,73.15,73.68,68.08,Coconut
74.21,75.338,199.4,185.32,7.53,75.56,180.27,94.94,60.37,Cabbage
63.36,75.51,159.33,36.01,5.31,125.13,24.23,85.19,85.75,Sesame
31.02,128.831,4.76,54.26,5.11,32.75,33.47,101.18,14.15,Chickpea
71.31,33.352,103.43,134.11,7.64,166.66,184.19,84.38,62.78,Pearl Millet
88.47,108.502,146.67,156.09,1.16,20.99,7.78,165.09,34.23,Mango
47.07,167.22,57.58,75.94,1.86,15.25,135.7,141.07,0.65,Rye
8.47,48.854,113.0,90.35,4.62,139.37,44.18,64.39,75.23,Coconut
42.6,84.927,12.86,183.91,2.81,194.17,130.36,152.86,90.94,Rye
11.55,131.512,81.31,113.44,7.73,193.56,170.87,98.74,70.1,Bamboo
74.94,154.206,74.73,192.18,8.38,170.53,137.87,132.43,77.58,Ginger
19.1,134.66,194.27,44.45,9.95,154.32,122.31,126.31,84.57,Papaya
38.76,126.037,197.06,179.48,9.98,28.52,13.92,19.44,50.95,Cabbage
50.35,41.515,96.62,136.72,2.66,98.34,125.7,31.02,8.34,Chickpea
37.19,61.339,91.86,9.74,9.11,48.06,146.99,144.62,90.54,Bamboo
26.63,32.455,187.37,128.1,7.97,141.56,183.46,67.97,99.4,Cotton
27.19,48.364,187.83,154.18,2.98,47.27,145.23,132.88,86.34,Carrot
10.71,45.63,8.29,106.21,5.3,11.1,18.43,52.46,3.36,Papaya
48.05,57.541,57.3,2.87,9.56,43.28,194.14,185.22,78.05,Barley
30.83,50.623,134.98,109.38,8.9,50.13,148.06,53.76,73.63,Orange
50.9,161.058,192.62,84.12,1.98,14.52,112.28,42.75,86.01,Pistachio
18.5,91.583,168.41,195.7,9.46,69.17,192.3,44.49,98.43,Pearl Millet
82.14,3.344,173.24,152.79,4.62,177.47,177.31,110.97,99.09,Rye
4.79,162.676,93.33,178.92,0.01,21.56,177.91,162.43,70.11,Onion
56.47,87.727,185.48,56.89,0.23,68.96,181.3,95.78,92.62,Bamboo
59.33,20.422,71.66,3.93,7.21,58.59,16.11,88.63,25.81,Carrot
56.84,46.645,80.32,157.52,4.27,98.74,83.26,138.19,30.47,Cotton
71.9,134.346,49.47,81.09,6.13,174.41,108.81,163.03,80.23,Bamboo
43.86,43.248,25.49,61.44,3.83,13.33,105.28,174.23,23.05,Bamboo
2.14,19.891,13.74,174.05,0.95,98.98,148.82,147.89,22.51,Rye
1.8,89.789,172.62,43.16,6.44,66.31,174.04,156.23,17.74,Ginger
70.74,175.819,191.21,179.19,7.02,159.52,47.21,41.31,76.64,Ginger
77.23,93.471,176.64,46.97,6.18,78.56,74.11,37.13,74.92,Ginger
78.09,9.246,50.64,16.93,9.31,113.22,175.43,61.56,74.04,Tomato
49.22,47.559,28.01,42.65,8.62,14.21,22.54,183.06,22.76,Orange
53.37,125.309,21.86,166.16,3.16,176.32,197.2,187.01,82.65,Mango
84.85,112.779,184.91,13.2,9.43,199.48,7.97,3.86,38.29,Chickpea
17.59,137.019,170.14,85.52,5.96,165.78,55.85,138.31,79.91,Chickpea
29.94,114.491,1.56,63.58,7.75,175.21,32.6,143.76,72.48,Ginger
81.26,60.871,113.74,98.17,9.77,62.14,105.59,94.97,62.49,Coconut
90.48,73.186,41.24,122.9,8.08,42.53,17.44,119.64,96.96,Barley
77.65,71.988,53.42,34.79,0.4,187.79,136.89,165.44,78.56,Ginger
9.31,18.878,154.99,67.58,8.33,174.47,33.2,161.78,98.05,Coconut
81.27,85.055,20.38,186.12,5.71,199.54,52.3,35.35,84.06,Onion
88.59,7.064,185.26,21.28,5.4,165.79,142.48,181.39,29.22,Ginger
5.23,180.314,77.35,44.36,8.72,46.82,181.65,25.5,27.13,Coconut
16.48,23.581,87.84,109.12,7.7,149.21,19.85,170.61,23.06,Chickpea
75.97,69.603,147.2,141.5,8.26,100.04,112.48,183.75,43.86,Carrot
31.2,131.007,102.61,27.54,8.47,139.32,46.49,172.05,43.74,Pistachio
34.59,23.325,89.23,137.58,9.95,106.7,96.18,154.01,34.54,Coconut
45.57,1.505,165.32,145.25,3.33,172.61,4.58,157.25,45.88,Chickpea
19.27,130.479,78.61,136.24,8.84,107.73,66.34,59.5,7.71,Pistachio
36.71,193.117,20.21,99.15,0.62,177.49,160.88,61.05,69.19,Bamboo
24.96,179.154,82.88,131.27,7.09,82.52,11.33,147.14,74.32,Bamboo
64.21,102.485,126.62,56.35,6.26,117.43,159.07,107.38,40.48,Mango
34.67,147.867,173.71,194.2,9.41,80.87,94.92,79.2,18.62,Coconut
68.75,142.716,183.38,152.95,5.6,83.75,147.66,112.78,99.42,Chickpea
5.21,111.05,88.92,198.4,2.14,83.8,144.42,101.17,22.63,Carrot
89.72,116.18,147.7,84.54,2.49,142.22,4.93,101.55,51.69,Ginger
46.79,117.837,187.8,21.95,3.57,57.82,155.73,144.52,17.92,Pistachio
71.35,125.378,155.34,54.39,5.93,86.7,9.06,94.17,8.47,Carrot
74.43,43.68,135.7,142.54,4.74,2.24,116.54,137.03,49.88,Pistachio
49.8,108.536,101.84,150.85,9.51,6.73,165.65,1.51,72.31,Ginger
79.99,73.836,105.33,178.55,8.12,134.6,34.81,148.7,6.0,Pearl Millet
59.39,39.972,133.77,143.5,3.93,189.24,176.49,0.18,2.71,Bamboo
82.11,47.415,121.64,192.33,9.48,160.98,171.61,134.65,65.74,Cabbage
19.59,28.21,30.15,22.58,0.38,156.82,91.13,92.55,9.71,Ginger
68.76,81.963,12.27,183.75,0.14,36.49,76.08,162.31,5.31,Pistachio
45.25,105.471,41.38,31.19,8.41,187.04,111.58,83.9,26.06,Carrot
84.47,35.557,90.64,164.59,9.8,71.64,1.31,107.76,19.02,Carrot
71.33,159.387,60.49,162.12,6.31,128.21,87.6,6.64,24.19,Mango
21.3,157.413,31.03,10.65,9.89,22.45,46.89,24.96,65.63,Sesame
4.29,11.349,132.88,141.58,5.68,106.82,163.93,76.9,43.65,Chickpea
19.94,97.663,146.92,79.12,9.7,48.52,70.51,20.89,91.55,Ginger
99.32,173.783,144.16,32.84,3.68,94.61,135.57,16.43,48.44,Orange
34.63,35.578,98.22,6.27,5.49,59.57,5.69,132.08,2.63,Cotton
44.33,94.694,178.91,37.44,8.6,26.82,48.03,42.79,32.59,Cotton
69.73,51.544,72.84,162.93,6.78,49.5,56.85,31.7,49.79,Papaya
58.1,79.329,103.95,60.72,4.12,122.23,0.42,85.07,37.43,Cotton
98.03,179.662,68.35,86.11,1.7,33.69,191.05,33.63,37.36,Mango
46.03,191.289,98.5,164.86,1.58,99.62,48.42,197.82,68.51,Tomato
25.88,192.674,147.95,178.24,4.16,196.16,64.29,166.56,51.15,Orange
15.88,192.765,84.44,49.42,7.78,190.56,176.51,116.78,10.41,Coconut
55.64,61.801,94.34,119.66,2.42,59.45,49.37,26.92,49.35,Cabbage
45.64,6.163,176.76,2.41,5.43,29.02,161.33,56.26,16.21,Carrot
10.57,190.419,34.24,193.62,5.34,180.58,164.73,195.3,67.61,Bamboo
36.94,10.261,8.28,56.3,1.27,126.45,143.95,40.7,39.21,Carrot
32.1,24.832,108.74,123.1,8.42,149.37,190.0,84.58,7.04,Bamboo
67.9,183.267,33.14,98.51,6.82,99.84,63.81,67.65,76.57,Cotton
23.72,86.978,138.77,183.63,8.69,84.41,21.57,188.16,12.16,Pearl Millet
95.0,128.283,126.0,22.1,4.46,153.39,146.45,4.35,21.17,Mango
28.23,56.88,106.33,149.99,3.98,141.7,97.6,111.29,13.42,Bamboo
24.56,111.028,97.08,92.59,0.53,128.6,39.19,125.83,59.95,Carrot
15.07,159.284,102.29,100.49,9.25,158.57,90.93,131.04,27.09,Cabbage
41.71,162.652,89.65,144.33,8.96,167.31,166.25,145.35,75.33,Carrot
56.09,185.647,193.29,23.56,2.21,133.98,115.81,185.98,51.56,Carrot
89.49,12.41,28.37,163.21,7.86,140.61,52.35,77.95,99.43,Sesame
17.52,150.243,133.99,182.17,7.09,67.37,42.17,83.88,21.87,Papaya
5.61,114.405,190.76,34.73,7.61,145.91,9.46,179.83,50.53,Bamboo
50.61,58.514,128.74,51.13,2.21,20.02,151.52,10.79,87.49,Carrot
71.67,195.507,90.78,46.19,0.9,43.0,160.3,26.51,23.03,Bamboo
11.22,60.016,80.59,80.13,9.44,152.25,109.36,105.39,10.78,Onion
94.56,192.95,119.63,90.4,2.35,24.29,43.81,149.54,31.71,Bamboo
2.86,120.022,135.52,9.05,3.13,35.22,66.26,69.56,29.92,Pistachio
54.28,129.757,10.42,68.06,9.6,110.36,185.63,30.41,94.83,Mango
35.76,198.371,170.19,85.29,6.83,84.51,147.63,50.57,30.99,Pearl Millet
28.24,57.296,22.28,58.43,2.34,193.09,5.03,197.41,56.17,Onion
84.38,113.378,77.96,170.64,1.52,92.72,6.64,64.56,34.36,Carrot
29.61,112.887,75.66,11.59,1.51,141.59,9.85,180.2,61.28,Orange
9.13,116.089,37.9,69.26,9.32,9.96,71.21,3.74,99.76,Pearl Millet
53.64,81.89,25.68,190.79,8.98,20.25,39.05,178.4,48.28,Orange
12.68,45.011,159.47,103.8,4.69,113.49,1.21,116.36,38.36,Chickpea
27.3,117.819,113.36,105.04,3.22,39.3,167.94,123.64,16.43,Rye
7.13,90.994,168.18,134.99,0.04,19.09,2.9,163.92,53.89,Coconut
15.32,36.957,90.4,101.86,7.7,110.29,126.88,124.83,95.69,Cabbage
26.56,102.125,21.4,171.03,7.7,189.69,32.9,49.8,20.52,Sesame
82.06,81.552,79.13,129.82,6.37,120.25,117.16,52.89,72.74,Onion
63.41,88.97,103.06,166.81,7.42,20.76,110.66,28.23,73.38,Orange
68.5,113.744,182.01,184.91,6.82,131.72,80.21,36.31,49.84,Cotton
4.14,191.728,186.34,47.75,7.02,151.18,48.85,132.71,5.53,Barley
86.88,88.774,37.37,158.38,7.08,40.99,44.56,11.07,46.33,Sesame
13.35,33.932,149.04,155.74,8.47,124.81,52.4,114.68,62.47,Coconut
1.17,82.164,98.73,184.44,9.21,132.16,81.34,186.79,47.5,Coconut
91.34,94.254,116.95,42.18,4.73,190.93,177.38,161.59,34.87,Rye
61.15,131.21,106.56,38.27,8.59,146.76,191.74,55.1,20.58,Orange
51.43,187.436,111.53,148.9,1.15,38.43,87.88,126.8,66.49,Chickpea
54.08,108.042,73.28,74.31,3.46,92.17,130.37,184.86,16.85,Barley
57.99,123.336,90.47,191.95,3.7,30.35,36.36,48.41,98.07,Pistachio
34.6,100.126,146.55,129.67,7.17,22.79,15.73,183.35,49.19,Sesame
64.68,85.629,125.38,179.52,2.63,142.11,173.29,145.74,15.61,Pearl Millet
44.42,73.237,107.64,1.66,9.53,40.82,183.76,9.13,19.88,Carrot
14.18,154.994,39.78,165.62,8.43,47.24,175.67,195.82,52.16,Rye
42.08,178.316,143.76,132.95,0.05,159.56,55.68,149.32,71.97,Onion
31.62,7.099,145.95,172.82,1.68,120.61,194.57,166.87,48.64,Rye
29.75,189.934,51.5,184.19,4.45,194.98,111.22,180.77,13.82,Ginger
28.75,97.651,89.72,84.53,5.93,69.91,56.29,106.59,51.74,Carrot
58.65,42.383,117.81,194.57,3.43,163.67,19.86,37.45,5.58,Carrot
79.62,26.123,110.36,106.1,4.02,158.84,98.25,53.46,70.48,Papaya
80.36,148.465,75.97,163.92,6.21,163.05,111.47,98.39,91.66,Cabbage
28.17,140.295,196.61,6.96,9.15,18.38,116.6,175.13,40.4,Ginger
77.71,45.789,178.39,31.01,8.4,102.54,88.94,190.09,81.55,Sesame
30.49,56.588,14.3,191.19,3.17,105.33,197.35,166.94,22.81,Coconut
99.36,62.814,143.73,136.96,3.14,21.78,2.05,88.64,40.87,Mango
95.68,0.313,150.41,89.7,1.24,10.72,138.66,55.24,0.51,Bamboo
78.86,88.022,162.12,145.68,9.8,77.88,153.54,17.35,2.99,Sesame
30.82,196.848,86.68,62.28,2.54,196.22,140.16,147.47,56.88,Coconut
63.87,100.192,24.72,19.63,1.53,54.18,97.38,114.49,67.09,Mango
47.86,99.026,136.67,179.75,6.14,126.46,173.95,11.66,59.56,Cotton
20.69,173.726,137.35,14.85,4.68,20.2,199.63,55.12,20.26,Pearl Millet
32.22,131.093,62.2,139.22,6.51,77.83,62.65,12.27,98.18,Onion
16.7,174.364,51.36,59.5,5.08,168.4,8.81,160.87,61.26,Tomato
33.68,32.019,1.04,125.01,6.82,13.76,60.82,153.35,54.63,Pearl Millet
87.75,9.113,9.57,180.75,9.16,69.41,63.71,173.25,29.5,Barley
30.94,115.819,182.64,10.48,6.23,154.54,114.34,130.39,30.47,Cotton
7.02,150.454,91.69,112.38,7.85,58.88,35.84,122.17,58.28,Coconut
19.11,50.001,180.21,154.32,5.1,185.42,135.86,171.59,32.76,Ginger
86.16,1.21,11.29,48.86,8.05,177.71,78.84,190.54,99.87,Mango
51.01,45.229,30.66,12.3,8.91,29.47,107.04,96.99,36.45,Coconut
12.51,90.203,189.64,54.54,1.04,122.18,164.41,175.39,15.29,Bamboo
61.48,80.678,164.85,53.7,7.96,149.31,192.34,154.13,77.27,Cabbage
18.81,100.939,160.64,85.63,0.58,16.92,163.0,0.4,24.7,Rye
21.71,175.746,180.61,178.35,2.58,127.71,34.13,169.57,0.88,Cabbage
77.09,59.602,193.13,59.68,9.54,26.0,187.26,36.52,65.62,Ginger
42.04,98.735,29.57,167.03,3.32,117.76,197.35,145.28,3.46,Ginger
25.82,71.866,87.69,44.81,1.42,84.41,140.42,193.61,52.36,Papaya
42.66,112.145,162.93,93.68,3.29,71.63,138.98,177.33,99.71,Sesame
8.03,78.678,24.69,171.59,8.42,132.61,28.36,194.91,2.31,Sesame
64.5,160.295,39.96,137.08,9.83,16.82,90.29,146.34,12.9,Chickpea
26.75,59.596,86.24,122.27,6.61,130.27,121.4,26.14,64.71,Ginger
42.09,17.681,14.8,119.74,3.19,81.42,153.42,12.63,82.12,Barley
52.05,47.078,85.58,180.88,6.36,64.5,106.67,16.33,45.27,Orange
64.27,2.962,76.25,31.53,2.55,98.27,153.28,63.18,86.77,Pearl Millet
40.72,49.497,93.17,161.88,7.77,6.22,177.56,112.98,15.31,Cabbage
89.28,173.258,136.92,172.82,0.81,132.11,160.5,170.66,46.73,Cotton
10.38,23.681,60.43,56.25,1.05,89.79,119.38,63.3,1.2,Onion
32.64,88.322,167.83,153.44,5.6,37.66,12.15,165.39,66.66,Cabbage
70.48,81.572,33.25,45.08,7.89,16.68,50.57,108.11,9.41,Pearl Millet
8.72,171.07,34.7,118.39,1.75,128.85,27.82,83.57,58.71,Coconut
